Column1;SlHa1;SlHa2;SlHa3;Ctr1;Ctr2;Ctr3
PITA_41849;8;13;27;12;11;19
PITA_05223;0;0;0;0;2;0
PITA_48979;1484;955;3452;1826;1484;1896
PITA_09028;530;407;1002;554;700;438
PITA_06945;11;11;6;14;3;18
PITA_46345;0;0;0;0;0;0
PITA_46310;198;279;455;250;364;381
PITA_42409;0;0;0;0;0;0
PITA_05334;7;6;4;8;7;21
PITA_41116;1;1;6;0;0;0
PITA_44988;972;1594;2190;1221;1158;1710
PITA_11474;0;0;0;0;0;0
PITA_09835;4;10;12;4;8;0
PITA_10408;1;2;0;9;0;4
PITA_12865;78;128;127;69;84;100
PITA_48447;0;0;0;0;0;0
PITA_19230;24;180;181;48;60;51
PITA_32566;1;2;2;4;7;1
PITA_09394;0;0;0;0;0;0
PITA_51189;0;0;0;0;0;0
PITA_02537;0;5;0;0;5;1
PITA_51472;1;0;1;0;0;1
PITA_39644;0;0;0;0;0;0
PITA_01502;0;0;1;0;2;0
PITA_15511;473;710;1147;687;788;872
PITA_26484;2;1;4;16;23;9
PITA_17657;221;175;462;390;251;343
PITA_27319;897;761;2070;1093;922;1365
PITA_42300;2;0;0;2;1;0
PITA_06500;1;3;5;3;4;4
PITA_43902;0;0;0;0;3;0
PITA_25922;0;0;1;0;0;0
PITA_36199;0;2;0;0;1;0
PITA_06262;342;327;818;450;381;497
PITA_35840;34;26;100;21;59;65
PITA_15632;949;1037;1982;1238;1163;1001
PITA_44957;0;5;38;0;2;33
PITA_18971;1;1;0;0;0;0
PITA_02805;0;0;0;0;0;0
PITA_24219;0;0;0;0;0;1
PITA_00218;0;0;0;0;0;0
PITA_02670;29;38;89;29;38;79
PITA_16151;25;32;37;22;12;11
PITA_40097;118;127;350;152;164;466
PITA_44149;0;0;0;0;0;0
PITA_06854;0;0;0;0;0;0
PITA_06024;14;13;15;20;22;20
PITA_19773;0;0;7;1;6;5
PITA_39531;0;0;0;0;0;0
PITA_35435;0;0;0;0;0;0
PITA_26024;0;15;24;6;0;7
PITA_39098;0;0;0;0;0;0
PITA_18803;0;0;0;0;0;0
PITA_34015;0;0;0;0;0;0
PITA_47640;0;0;0;0;0;0
PITA_23237;0;0;0;0;1;0
PITA_47195;100;104;247;148;152;227
PITA_17878;58;46;150;55;35;77
PITA_30837;577;1368;1617;725;988;1207
PITA_46724;0;3;5;0;0;0
PITA_24594;2;0;1;5;6;4
PITA_02580;1;1;2;0;1;0
PITA_43535;1;0;1;2;0;1
PITA_28619;409;85;350;620;212;196
PITA_37997;61;71;124;101;85;93
PITA_33333;0;0;0;0;0;0
PITA_21215;511;501;792;744;579;119
PITA_09909;5;0;6;8;8;0
PITA_16044;10;12;12;27;44;10
PITA_35889;0;0;0;0;0;0
PITA_26365;2;2;16;5;1;9
PITA_17459;128;74;234;227;144;208
PITA_16959;57;41;87;36;42;12
PITA_00449;0;0;0;0;0;0
PITA_39574;0;0;0;0;0;0
PITA_00301;0;0;0;0;0;0
PITA_26887;27;6;35;22;19;12
PITA_04512;319;378;834;344;451;488
PITA_33080;850;426;1929;1237;1038;1367
PITA_27417;0;0;0;0;0;0
PITA_32619;8;37;9;22;35;17
PITA_24663;112;89;217;121;157;165
PITA_08139;60;67;184;102;100;62
PITA_32852;53;36;101;73;50;65
PITA_31380;0;0;0;0;0;0
PITA_39109;117;118;188;135;121;299
PITA_30152;0;0;0;0;0;0
PITA_31892;3;0;10;4;2;8
PITA_01357;297;352;522;333;273;282
PITA_23420;0;0;0;0;0;0
PITA_14759;134;23;44;50;96;2
PITA_00953;0;0;0;0;0;0
PITA_46255;4;0;0;0;0;0
PITA_33592;15;30;12;16;19;61
PITA_40521;8;0;7;3;1;1
PITA_32122;248;363;636;365;291;726
PITA_37887;3;5;17;1;6;1
PITA_11410;8;10;15;7;5;5
PITA_00340;17;36;22;35;4;2
PITA_48843;54;89;132;127;119;177
PITA_01307;40;35;77;99;203;59
PITA_49630;0;0;0;0;0;0
PITA_16010;0;0;0;0;0;0
PITA_22334;0;0;0;0;0;0
PITA_36113;204;68;298;198;156;51
PITA_01415;9;23;34;35;5;47
PITA_00049;0;0;0;0;0;0
PITA_50667;16;8;18;25;10;9
PITA_36034;772;871;1278;1203;822;1253
PITA_31972;8;0;25;32;8;18
PITA_47757;82;227;188;256;0;571
PITA_04753;19;29;48;14;22;39
PITA_18743;1032;1040;1616;1240;1048;1091
PITA_31846;0;0;1;0;0;0
PITA_10524;6;15;3;12;2;1
PITA_04783;62;57;225;191;150;169
PITA_43929;191;141;359;218;134;286
PITA_02531;0;0;0;0;0;0
PITA_06165;0;0;0;0;0;0
PITA_41669;12;8;20;3;6;13
PITA_04593;0;0;0;0;0;0
PITA_01830;13;4;43;2;1;3
PITA_03149;1;1;10;5;0;2
PITA_25355;1;0;7;2;0;13
PITA_26072;0;0;0;0;0;0
PITA_17598;13;7;33;70;16;46
PITA_06664;33;45;95;102;97;109
PITA_34321;521;160;795;2091;1597;374
PITA_02295;0;0;0;0;0;0
PITA_36194;3;3;0;0;0;0
PITA_12921;6;1;5;2;4;0
PITA_38343;6;0;0;31;0;71
PITA_42245;3;2;7;4;2;25
PITA_27856;35;34;59;21;18;26
PITA_08579;192;148;369;219;282;225
PITA_22814;0;0;0;0;2;0
PITA_32013;2;0;0;0;0;0
PITA_10148;0;0;0;0;0;0
PITA_47639;52;46;138;57;61;110
PITA_34595;0;0;0;0;0;0
PITA_11572;1;0;1;3;0;3
PITA_26189;362;562;1354;467;461;850
PITA_10575;203;256;621;260;209;311
PITA_07327;0;0;0;0;0;0
PITA_35192;0;0;3;0;0;1
PITA_02605;0;0;1;4;0;2
PITA_21408;58;252;109;119;128;118
PITA_35500;0;0;0;2;2;2
PITA_29873;541;555;1185;455;737;946
PITA_27273;100;102;229;126;48;101
PITA_02682;1551;1481;3286;1862;1834;3097
PITA_23676;8;7;31;25;20;24
PITA_45252;0;0;0;0;0;0
PITA_47067;35;32;109;37;37;56
PITA_07189;0;0;0;0;0;0
PITA_28492;87;84;177;120;106;140
PITA_14395;0;0;0;0;0;0
PITA_46749;15;10;18;11;12;3
PITA_44658;1043;1093;2302;1802;1155;1871
PITA_28893;34;94;122;0;117;52
PITA_46450;187;94;391;327;244;59
PITA_48003;2;0;0;0;0;0
PITA_31816;1;1;0;1;0;0
PITA_39028;0;3;0;0;6;0
PITA_02314;12;5;16;11;7;8
PITA_30263;0;0;0;0;0;0
PITA_20007;0;0;0;0;0;0
PITA_18825;0;0;0;0;0;0
PITA_31600;102;113;203;77;80;44
PITA_35594;542;665;1511;718;612;1116
PITA_48941;344;411;789;311;332;434
PITA_09620;0;0;0;0;0;0
PITA_46424;84;59;179;106;52;71
PITA_31752;78;212;90;97;151;123
PITA_07261;0;10;0;4;20;0
PITA_15693;0;0;0;0;0;0
PITA_36277;14943;16631;26537;19375;21232;17478
PITA_08335;673;798;1237;675;743;736
PITA_33861;35;4;23;18;6;87
PITA_16907;4;10;44;20;12;30
PITA_15248;0;0;0;0;0;0
PITA_09674;28;20;25;15;6;19
PITA_16911;0;0;0;0;0;0
PITA_05283;1652;906;3403;1818;1391;1772
PITA_12303;27;9;34;77;39;83
PITA_33450;615;655;1750;661;463;889
PITA_03658;0;0;0;2;0;2
PITA_27671;348;651;683;565;542;667
PITA_47996;0;0;0;0;0;0
PITA_03134;47;60;109;78;80;112
PITA_36055;0;0;0;0;0;0
PITA_23627;54;57;68;80;51;167
PITA_04618;66;80;172;104;137;91
PITA_30492;204;232;470;403;385;249
PITA_00671;444;741;1211;817;1102;919
PITA_36644;92;47;140;124;88;55
PITA_48689;4;3;5;14;11;1
PITA_02331;28;73;29;106;18;14
PITA_03358;5;3;7;13;5;4
PITA_43512;302;551;609;379;369;561
PITA_29677;11;0;0;9;47;19
PITA_13346;4;9;9;5;8;5
PITA_05819;0;6;10;0;7;2
PITA_09628;0;0;0;0;0;0
PITA_38907;0;0;10;0;0;1
PITA_19247;47;35;82;14;28;4
PITA_29300;0;0;0;0;0;0
PITA_35095;3;2;1;15;11;11
PITA_29817;3;0;8;1;1;6
PITA_17660;35;38;73;38;16;26
PITA_19980;0;0;2;0;0;0
PITA_35949;123;88;216;178;87;88
PITA_00818;0;1;0;0;0;1
PITA_42734;2;7;4;2;8;0
PITA_14070;425;417;891;480;408;590
PITA_40926;77;34;150;68;68;50
PITA_32926;310;470;795;392;358;608
PITA_49599;8;16;14;2;6;9
PITA_26218;2692;1598;5166;4503;3030;4756
PITA_25095;211;398;472;274;321;320
PITA_31496;0;0;0;0;0;0
PITA_11204;0;12;3;0;0;0
PITA_00267;79;98;161;115;143;163
PITA_21518;223;207;437;300;235;451
PITA_03726;0;0;0;0;0;0
PITA_09542;0;0;6;1;1;4
PITA_01590;52;63;66;51;65;42
PITA_25418;1;0;1;0;0;0
PITA_03913;0;114;141;146;30;28
PITA_25984;249;406;527;416;390;616
PITA_18646;0;1;0;15;1;13
PITA_05513;0;0;2;1;0;0
PITA_41502;0;0;0;0;0;0
PITA_40788;191;251;445;307;242;242
PITA_20681;1;5;2;0;2;2
PITA_29002;0;0;0;0;0;0
PITA_03830;0;0;0;1;0;0
PITA_45750;60;26;113;37;35;14
PITA_00509;0;0;0;3;0;0
PITA_22097;0;0;0;0;0;0
PITA_07926;451;990;1118;457;613;668
PITA_19340;458;1355;1279;59;952;489
PITA_19648;11;0;4;0;2;0
PITA_41392;23;9;50;49;22;41
PITA_01360;0;0;0;3;2;3
PITA_36415;0;0;0;0;0;0
PITA_18214;0;4;0;0;0;0
PITA_33169;52;52;143;52;72;80
PITA_18794;2;1;0;3;1;3
PITA_09718;43;51;118;298;108;98
PITA_20161;244;123;569;321;187;293
PITA_20822;1;0;0;0;0;0
PITA_11906;250;227;403;111;74;54
PITA_11008;2;4;3;15;6;4
PITA_44256;1;2;0;4;0;1
PITA_44565;78;96;137;133;147;122
PITA_14073;27;21;34;42;24;73
PITA_05288;0;0;0;2;0;0
PITA_04874;646;592;1075;1409;1338;1578
PITA_24848;274;295;607;288;312;330
PITA_02271;1;0;0;0;0;0
PITA_01853;0;0;4;0;0;0
PITA_46873;1;2;6;4;0;0
PITA_38128;1;12;5;4;17;12
PITA_29615;0;0;0;0;0;0
PITA_22826;343;730;758;169;291;375
PITA_13497;2;1;1;2;1;2
PITA_23506;158;105;461;231;126;208
PITA_15426;8;1;2;1;6;1
PITA_35934;2;3;1;12;5;7
PITA_15285;62;77;163;54;71;60
PITA_05638;369;132;710;669;436;216
PITA_30041;64;100;207;101;61;127
PITA_03656;13;4;18;12;10;16
PITA_10803;0;0;0;0;0;0
PITA_15671;63;25;158;64;49;40
PITA_08510;7;11;30;12;10;22
PITA_16447;3;0;1;0;0;0
PITA_40938;8;2;7;9;3;11
PITA_18282;661;452;1065;855;593;890
PITA_02425;819;629;1776;1098;794;1287
PITA_31682;47;101;190;98;57;170
PITA_29028;2;0;0;0;0;1
PITA_29836;0;1;0;0;0;0
PITA_33774;31;28;38;16;19;24
PITA_36527;0;0;0;0;0;0
PITA_06768;26;41;30;4;41;11
PITA_44552;24;19;69;33;28;23
PITA_29586;0;0;0;0;0;0
PITA_41949;12;0;0;20;41;4
PITA_41230;0;0;0;0;0;0
PITA_10439;0;0;1;5;0;0
PITA_10389;168;222;247;77;173;202
PITA_39512;49;112;175;64;92;161
PITA_43134;18;7;27;24;9;15
PITA_39366;29;24;40;12;13;20
PITA_23670;22;11;83;16;43;1
PITA_43241;21;40;80;41;31;540
PITA_47346;0;0;12;0;1;4
PITA_21707;709;629;1101;854;728;992
PITA_16632;37;66;34;41;66;24
PITA_29662;0;0;0;0;0;1
PITA_28087;247;238;482;435;361;329
PITA_38050;4;1;3;5;4;7
PITA_11780;0;0;0;0;0;0
PITA_49168;0;0;0;0;0;0
PITA_19402;64;90;159;40;20;111
PITA_49393;0;0;0;0;0;13
PITA_02716;28;36;43;90;123;3
PITA_05117;88;46;137;117;90;99
PITA_01460;1;0;4;4;0;0
PITA_07845;0;0;0;0;0;0
PITA_22320;1;3;11;16;13;0
PITA_48911;0;4;2;2;4;5
PITA_16130;8;1;17;5;13;9
PITA_20320;271;326;452;382;329;281
PITA_50957;108;93;276;172;90;210
PITA_05589;30;21;98;70;45;61
PITA_39640;1160;1133;2614;1475;1661;1107
PITA_35051;370;362;816;261;254;222
PITA_10756;458;516;1107;554;518;759
PITA_40864;341;487;739;405;422;419
PITA_48990;0;0;1;0;0;1
PITA_36517;1285;1358;1225;1279;1657;1171
PITA_43309;0;0;0;0;0;0
PITA_31486;0;0;0;0;0;0
PITA_36921;0;0;0;1;0;0
PITA_17773;141;175;231;125;114;215
PITA_15607;0;2;1;0;0;0
PITA_10435;4;12;2;0;18;4
PITA_15585;167;202;326;224;149;378
PITA_41162;2;5;0;0;2;0
PITA_05277;7;2;22;31;14;42
PITA_36135;1175;1326;2913;2056;2345;916
PITA_00359;4;1;3;4;1;8
PITA_30821;97;131;217;70;108;94
PITA_08875;516;869;1474;1458;1778;978
PITA_05692;0;0;0;0;0;0
PITA_24068;75;33;109;109;62;99
PITA_42625;26;6;11;37;4;4
PITA_18440;9;8;20;19;10;15
PITA_07828;12;0;22;16;11;0
PITA_30122;36;63;157;89;26;128
PITA_51299;30;72;89;43;38;54
PITA_28181;0;0;0;3;0;0
PITA_50275;252;145;431;352;221;238
PITA_11610;3;0;7;9;5;1
PITA_09292;25;85;33;21;45;43
PITA_31246;46;67;147;110;46;37
PITA_22698;8;21;21;27;13;50
PITA_30794;55;81;62;74;84;75
PITA_39093;0;0;0;0;0;0
PITA_09971;2875;3886;8293;2876;1881;4770
PITA_14707;6;9;25;6;2;5
PITA_13599;0;6;1;7;0;0
PITA_11784;0;0;0;0;0;0
PITA_30612;183;114;289;237;176;166
PITA_46715;5;19;15;18;13;10
PITA_43415;83;54;163;128;93;127
PITA_27818;13;5;5;5;3;19
PITA_47184;2;0;0;0;5;3
PITA_36851;0;0;0;0;0;0
PITA_35008;79;102;167;130;94;84
PITA_44333;0;2;14;1;0;0
PITA_02183;21;42;19;44;32;33
PITA_40479;0;0;0;0;0;0
PITA_27815;19;62;40;49;34;70
PITA_48982;25;43;53;25;31;49
PITA_18087;2165;2142;4639;2875;2765;3390
PITA_05433;0;0;0;0;0;0
PITA_24113;1;0;0;0;0;0
PITA_06293;0;0;0;2;0;1
PITA_13838;0;0;0;0;0;0
PITA_18791;10;4;9;12;3;32
PITA_11258;0;1;4;0;0;0
PITA_06113;3;0;8;0;0;0
PITA_18026;48;33;84;87;37;143
PITA_28431;119;108;228;173;119;167
PITA_04069;111;158;304;104;113;292
PITA_29470;38;42;78;50;34;45
PITA_09704;0;0;0;0;0;0
PITA_28773;7;4;0;6;5;0
PITA_31355;0;0;0;0;0;0
PITA_20880;31;13;34;30;37;1
PITA_28318;0;0;0;0;0;0
PITA_26488;0;0;1;0;2;0
PITA_39918;35;37;52;52;31;38
PITA_25933;4;0;2;0;1;2
PITA_12973;164;124;231;168;224;95
PITA_44095;329;297;692;504;342;408
PITA_13907;271;371;674;280;223;379
PITA_35941;485;832;1231;720;579;844
PITA_44064;360;461;943;533;430;693
PITA_36444;0;0;0;0;0;0
PITA_19040;3;1;4;1;6;19
PITA_38893;0;0;1;0;0;0
PITA_27277;320;558;1117;1044;683;926
PITA_40994;2;0;5;0;0;0
PITA_11758;0;0;1;0;0;4
PITA_48276;0;0;0;0;0;0
PITA_03357;37;60;73;43;16;35
PITA_28403;3;15;21;26;39;18
PITA_22558;439;198;683;523;452;551
PITA_16648;2;0;0;1;0;0
PITA_46729;11;2;11;31;23;4
PITA_48041;0;0;0;0;0;0
PITA_41495;0;0;0;0;0;0
PITA_15234;2;15;8;0;0;6
PITA_39892;11;12;51;15;6;7
PITA_45305;3;4;5;0;3;0
PITA_23306;2;2;3;0;19;1
PITA_44901;0;0;0;0;0;0
PITA_10949;0;0;0;0;0;0
PITA_46942;62;56;113;106;51;125
PITA_11351;0;0;0;0;2;0
PITA_22939;351;339;536;492;422;617
PITA_39941;0;0;0;0;0;0
PITA_28230;21;4;31;61;18;2
PITA_15730;0;0;1;0;0;0
PITA_44067;498;501;921;710;585;571
PITA_20719;0;0;0;0;0;0
PITA_41023;86;66;249;138;97;167
PITA_16705;292;314;769;332;339;476
PITA_40837;48;77;121;43;36;79
PITA_42103;15;79;55;10;33;32
PITA_18542;15;13;71;15;11;18
PITA_11728;3;7;10;6;8;8
PITA_30302;1;1;7;5;1;0
PITA_24939;0;0;0;0;0;0
PITA_23459;2;0;0;0;0;0
PITA_39473;0;0;0;0;5;0
PITA_48860;55;32;136;53;29;14
PITA_03325;0;0;0;0;0;0
PITA_48675;39;80;48;41;60;64
PITA_28226;96;39;91;82;51;106
PITA_01850;1;0;2;0;0;0
PITA_32196;180;148;209;269;304;266
PITA_05673;0;0;0;0;0;0
PITA_43530;0;0;0;0;0;0
PITA_12029;267;473;822;341;534;615
PITA_21775;0;0;0;0;0;0
PITA_19126;60;0;0;78;63;0
PITA_47472;0;0;0;0;0;0
PITA_35686;16;13;17;15;25;14
PITA_11689;717;465;1238;894;733;780
PITA_13954;0;0;0;0;0;0
PITA_47592;58;72;73;51;47;58
PITA_23412;0;0;0;0;3;1
PITA_09705;1071;1311;2152;1345;1338;1589
PITA_16949;0;0;0;2;0;4
PITA_40979;0;0;0;0;0;0
PITA_36446;26;28;42;26;17;39
PITA_20938;0;0;0;0;0;0
PITA_35023;1949;1417;3974;3414;4472;3103
PITA_26714;10;11;29;25;19;16
PITA_16830;1385;1614;1953;1713;1469;1622
PITA_19704;230;116;415;238;122;245
PITA_39159;0;0;0;0;0;0
PITA_20434;0;0;0;0;0;0
PITA_26962;0;0;0;0;0;0
PITA_43629;0;0;0;0;2;0
PITA_33689;5;2;10;0;5;8
PITA_42996;459;707;1059;446;458;731
PITA_01816;0;0;0;0;0;0
PITA_42466;1;0;0;0;0;51
PITA_31028;166;119;246;256;124;255
PITA_12368;54;214;0;77;0;0
PITA_08271;0;0;0;0;0;0
PITA_36361;17;45;73;28;30;50
PITA_47753;0;0;0;1;0;0
PITA_41516;0;0;0;0;0;0
PITA_45627;4;0;9;5;7;4
PITA_12488;0;23;5;6;10;3
PITA_00934;19;16;39;33;59;5
PITA_47723;0;0;0;0;0;0
PITA_09299;0;0;0;0;0;0
PITA_41608;0;0;0;0;0;0
PITA_34054;0;0;0;0;0;0
PITA_36540;0;0;0;0;0;0
PITA_17469;297;246;666;488;429;490
PITA_44466;261;399;728;228;274;473
PITA_33317;39;32;83;52;41;16
PITA_36207;0;20;4;2;10;5
PITA_41212;0;0;0;0;0;0
PITA_34326;0;0;0;0;0;0
PITA_19181;93;127;200;118;108;158
PITA_30215;625;759;1288;760;787;1943
PITA_07124;173;192;481;306;248;328
PITA_13167;1;0;0;1;1;4
PITA_21794;0;0;0;0;0;0
PITA_15901;1;1;5;2;5;2
PITA_20390;103;140;195;155;116;154
PITA_51319;0;13;39;0;1;2
PITA_28495;1067;1257;2605;1432;1375;1759
PITA_07986;0;0;0;0;0;0
PITA_08623;1300;1501;2510;1310;1596;2148
PITA_13983;120;158;177;126;109;192
PITA_45156;707;247;346;220;592;57
PITA_32893;0;0;7;0;0;0
PITA_39446;0;0;0;0;0;0
PITA_30769;9;0;23;0;13;0
PITA_20823;0;0;0;2;3;0
PITA_26398;60;14;57;98;31;29
PITA_26262;108;44;123;77;36;20
PITA_29587;0;0;0;0;0;0
PITA_18346;12;8;17;4;4;14
PITA_13958;61;190;130;68;87;169
PITA_37409;0;0;0;0;0;0
PITA_10647;441;177;746;653;431;525
PITA_12866;31;25;46;38;26;264
PITA_36861;0;0;0;0;0;0
PITA_03994;1103;996;2264;1687;1068;1626
PITA_32945;1460;2154;2909;2092;2026;2251
PITA_16223;0;0;0;0;0;0
PITA_44958;1866;3126;3849;2603;2883;4003
PITA_13098;1774;2056;3652;2517;2056;3084
PITA_16523;54;30;176;48;36;86
PITA_41706;123;243;327;170;166;194
PITA_48922;34;16;55;62;19;17
PITA_37038;25;31;89;100;91;27
PITA_38398;0;0;0;0;0;0
PITA_06808;30;72;105;46;92;77
PITA_21633;0;0;0;0;0;0
PITA_30144;1;3;2;1;0;2
PITA_44993;12;1;18;5;10;9
PITA_12331;3;4;4;1;2;2
PITA_02361;77;140;174;60;124;44
PITA_34551;0;1;0;0;0;0
PITA_18096;22;24;34;48;39;60
PITA_26693;0;0;0;0;0;2
PITA_01461;1;2;0;11;6;5
PITA_39989;145;121;282;164;189;137
PITA_29000;35;60;67;116;44;91
PITA_01304;6;1;0;0;3;1
PITA_44035;0;0;0;0;0;0
PITA_41214;105;77;208;179;108;208
PITA_35379;8;1;51;0;42;0
PITA_37718;450;723;1109;774;674;966
PITA_34992;22;68;76;26;17;16
PITA_25979;130;197;322;232;207;188
PITA_42301;0;0;1;0;0;0
PITA_29539;104;111;298;126;214;254
PITA_41190;14;24;12;12;83;6
PITA_06218;56;50;86;75;53;49
PITA_02528;25;14;50;23;12;32
PITA_28724;1;11;2;0;25;0
PITA_11642;0;0;0;0;0;0
PITA_37369;5;0;1;3;0;1
PITA_33282;30;23;77;38;32;46
PITA_09202;0;0;0;0;0;0
PITA_50131;6;7;6;6;6;9
PITA_02953;0;0;0;0;0;0
PITA_18701;1;1;2;3;0;0
PITA_02923;34;24;35;27;28;37
PITA_19491;165;266;445;191;144;252
PITA_03983;0;0;0;0;0;0
PITA_39565;0;0;0;1;0;0
PITA_13833;0;0;0;0;0;0
PITA_32263;233;230;710;280;172;524
PITA_33548;67;204;139;63;122;656
PITA_40787;0;0;0;0;0;0
PITA_02303;7;8;15;9;12;11
PITA_50723;0;0;0;0;0;0
PITA_24177;197;371;562;233;256;351
PITA_19957;0;0;0;0;0;0
PITA_42994;33;47;54;53;40;65
PITA_24998;0;0;0;8;0;0
PITA_41418;118;183;183;59;180;114
PITA_15482;210;333;536;280;219;446
PITA_18303;0;0;0;0;0;1
PITA_19431;1275;988;2551;1569;1065;1382
PITA_00495;838;1156;2003;974;1061;889
PITA_01267;39;11;42;65;47;16
PITA_00060;0;0;4;0;0;0
PITA_43019;736;1108;1245;506;493;1029
PITA_13025;3;6;24;19;0;9
PITA_27548;0;0;0;0;0;0
PITA_39087;1914;2039;4213;2250;2166;3107
PITA_50513;29;11;0;44;100;0
PITA_51323;1;0;0;1;1;0
PITA_13104;10;27;0;3;11;16
PITA_32323;0;0;0;0;0;0
PITA_19630;19;52;49;54;53;69
PITA_06440;0;0;0;0;0;0
PITA_26748;0;0;0;1;0;0
PITA_01164;60;84;110;67;112;51
PITA_23505;15;79;108;14;21;7
PITA_31064;739;480;1188;385;603;293
PITA_12649;86;70;290;70;73;97
PITA_45351;0;0;1;0;0;1
PITA_31399;0;0;0;0;0;0
PITA_29964;118;129;221;162;160;183
PITA_40189;19;48;87;91;45;81
PITA_11046;61;90;97;51;112;71
PITA_49317;378;652;922;508;620;463
PITA_28962;0;1;1;0;1;0
PITA_15495;2;0;6;7;0;6
PITA_07190;24;52;34;35;42;55
PITA_29029;1;0;3;0;1;0
PITA_01979;10;8;46;37;25;0
PITA_40781;236;308;509;281;326;390
PITA_44477;1;0;0;0;0;3
PITA_27165;4;4;5;0;0;0
PITA_25857;3;0;0;0;0;0
PITA_50809;343;500;709;438;336;712
PITA_50293;0;0;0;0;2;0
PITA_07109;69;52;107;110;50;323
PITA_27049;12;8;18;1;11;6
PITA_50523;73;62;95;96;61;88
PITA_29048;80;62;100;80;94;86
PITA_27629;1780;2299;3390;1976;2361;3420
PITA_22434;581;913;897;736;685;769
PITA_01251;0;0;0;0;0;0
PITA_24396;4;5;0;13;13;8
PITA_32401;1;3;0;0;2;0
PITA_35696;121;132;195;54;147;89
PITA_17491;0;0;0;3;0;0
PITA_02205;9;17;7;21;22;28
PITA_49736;1456;2266;3477;2146;2343;2187
PITA_02466;14;6;25;11;16;12
PITA_09318;0;0;0;0;0;1
PITA_41011;149;55;305;178;134;243
PITA_18093;9;0;3;3;5;5
PITA_18251;22;11;37;15;14;24
PITA_02889;0;0;0;0;0;0
PITA_11659;64;67;104;97;109;116
PITA_08412;2;3;0;0;2;1
PITA_36937;0;0;0;0;0;0
PITA_29340;1;0;0;0;0;0
PITA_03392;9;3;10;8;3;13
PITA_03349;49;56;87;62;63;104
PITA_06470;215;271;539;254;270;225
PITA_38923;1;1;3;1;1;2
PITA_09649;109;87;134;116;78;127
PITA_08502;0;0;0;0;0;0
PITA_13652;3;3;9;5;1;1
PITA_24209;0;0;0;0;0;0
PITA_03723;0;3;54;0;7;4
PITA_25593;488;1110;1298;1063;1146;1438
PITA_31350;0;0;0;0;0;0
PITA_00238;1;3;19;5;3;2
PITA_45869;69;200;181;68;161;245
PITA_02570;0;0;0;0;0;0
PITA_16862;0;0;0;0;0;0
PITA_18097;45;49;85;125;48;7638
PITA_21880;6;5;23;2;4;9
PITA_14902;0;0;0;0;1;0
PITA_20862;2;0;3;0;0;5
PITA_14287;0;0;0;0;0;0
PITA_15354;421;891;1410;854;660;1048
PITA_14777;34;34;75;69;52;61
PITA_45669;0;2;5;0;3;6
PITA_13573;0;0;6;0;0;0
PITA_13460;0;0;4;0;0;0
PITA_28812;0;0;77;0;0;0
PITA_47051;581;735;1191;756;782;971
PITA_12867;3;1;4;1;1;150
PITA_44715;1;12;0;3;0;0
PITA_15252;0;0;0;0;0;1
PITA_10491;0;0;0;0;0;0
PITA_13377;0;0;0;0;0;0
PITA_17531;438;358;726;369;455;721
PITA_39128;4;3;21;0;6;3
PITA_38195;59;39;90;36;39;82
PITA_03486;120;136;179;113;111;122
PITA_06524;338;636;881;398;513;565
PITA_02917;27;30;37;6;9;27
PITA_45163;0;0;0;0;0;0
PITA_26844;36;50;199;44;14;16
PITA_15582;3;0;2;0;0;0
PITA_33301;0;0;0;0;0;0
PITA_48151;18;40;56;55;29;46
PITA_07793;1;0;0;0;0;0
PITA_49314;2;3;9;2;2;3
PITA_02962;0;0;0;0;0;0
PITA_31248;6;5;1;3;4;0
PITA_51200;0;0;0;0;0;0
PITA_08993;173;274;420;251;220;304
PITA_06386;40;7;55;30;20;14
PITA_21305;120;681;688;93;364;384
PITA_05884;0;0;0;0;0;0
PITA_08092;3;4;2;8;3;3
PITA_01638;0;2;4;1;6;3
PITA_46834;0;0;0;0;0;0
PITA_10703;56;56;179;98;107;198
PITA_21734;1;0;0;13;1;5
PITA_29527;44;78;49;60;99;87
PITA_04026;0;0;0;0;0;0
PITA_39754;0;0;0;0;0;0
PITA_31708;1034;1378;2622;875;1290;1502
PITA_09981;3;4;27;14;5;16
PITA_41899;12;26;26;9;14;14
PITA_17856;210;766;380;250;500;421
PITA_33178;5;8;27;7;6;39
PITA_44907;0;0;0;0;0;0
PITA_40297;0;7;12;6;3;5
PITA_02619;11;3;28;30;31;7
PITA_18877;663;235;963;887;866;369
PITA_17205;0;0;0;0;0;0
PITA_23886;0;0;0;0;0;0
PITA_37211;0;0;0;1;0;0
PITA_09098;1434;1521;3107;1809;2280;3121
PITA_21357;15;6;21;16;10;1
PITA_22107;4;3;17;0;4;7
PITA_04787;212;210;378;303;230;294
PITA_24383;12;1;22;9;14;11
PITA_10369;5;1;0;1;0;0
PITA_19682;14;13;18;6;6;10
PITA_12831;1661;1337;3084;2084;1701;2459
PITA_23269;0;0;0;0;0;0
PITA_34010;12410;9287;23385;11330;6624;13662
PITA_24211;546;434;862;523;575;253
PITA_31194;4;4;0;5;5;1
PITA_23490;33;80;61;53;47;35
PITA_37539;0;0;0;0;0;0
PITA_23314;5;2;19;13;15;18
PITA_48482;0;0;0;0;0;0
PITA_34165;0;0;0;0;0;0
PITA_13566;0;0;0;0;0;0
PITA_32227;0;0;0;0;0;0
PITA_31997;104;210;184;75;161;110
